identificador,marc005,marc022a,marc040e,marc041a,marc044a,marc044c,marc245a,marc264a,marc264b,marc264c,marc310a,marc362a,marc500a,marc650a
1,"2025-05-20T06:26:21Z","1808-8392","rda","por","bl","br","Inclusao Social","Brasilia","Instituto Brasileiro de Informacao em Ciencia e Tecnologia","2005","Semestral","Vol. 1 No. 1","A Revista Inclusao Social e um periodico eletronico semestral de trabalhos ineditos","Sociedade da informacao"
